"cikkszam","megnevezes","szin","osztaly","meret","indulo_keszlet"
15764,"F.Pulóver","kék/piros","1","XL",2
15764,"Pulóver","fekete/kék/piros","1","XL",1
15797,"F.Pulóver","barna/bordó","1","XL",40
15797,"F.Pulóver","szürke-fehér","1","XL",10
19028,"Szoknya","piros/fehér","1","XL",1
19030,"Top","piros/fehér","1","XL",1
47082,"Top","piros","1","XL",5
47082,"Top","kék","1","XL",1
74555,"Szoknya","fehér","1","XL",3
74712,"Kabátka Z.K.","fehér","1","XL",1
75062,"Ruha","fehér","1","XL",1
15000,"Pulóver","farmer betétes","1","2XL",1
15098,"Pulóver","rombusz","1","2XL",2
15134,"Pulóver","barna mintás","1","2XL",1
15163,"Garbó","fekete","1","2XL",6
15184,"Pulóver","bordó/szürke/beige","1","2XL",1
15184,"Pulóver","fekete/v.szürke/s.kék","1","2XL",1
15185,"Pulóver","v.szürke/beige/s.barna","1","2XL",2
15185,"Pulóver","bordó/s.kék/s.szürke","1","2XL",2
15185,"Pulóver","v.szürke/s.kék/k.kék","1","2XL",2
15185,"Pulóver","s.kék/v.kék/s.szürke","1","2XL",2
15189,"Pulóver","s.szürke/v.kék","1","2XL",2
15189,"Pulóver","v.barna/v.kék","1","2XL",3
15189,"Pulóver","barna,beige","1","2XL",2
15207,"Kardigán","szürke","1","2XL",2
15207,"Kardigán","barna","1","2XL",3
15237,"Pulóver","ecrü","1","2XL",2
15237,"Pulóver","s.kék","1","2XL",26
15237,"Pulóver","barna","1","2XL",7
15237,"Pulóver","antracit","1","2XL",5
15237,"Pulóver","beige","1","2XL",1
15238,"Pulóver","beige","1","2XL",2
15238,"Pulóver","s.kék","1","2XL",25
15239,"Pulóver","s.kék","1","2XL",26
15239,"Pulóver","fekete","1","2XL",2
15243,"Pulóver","piros","1","2XL",10
15243,"Pulóver","k.kék","1","2XL",11
15243,"Pulóver","s.kék","1","2XL",7
15244,"Pulóver","piros","1","2XL",7
15244,"Pulóver","k.kék","1","2XL",8
15244,"Pulóver","s.kék","1","2XL",5
15245,"Pulóver","piros","1","2XL",13
15245,"Pulóver","k.kék","1","2XL",12
15245,"Pulóver","s.kék","1","2XL",11
15247,"Pulóver","s.kék","1","2XL",5
15286,"Pulóver","v.szürke","1","2XL",3
15287,"Pulóver","karamell","1","2XL",9
15287,"Pulóver","v.szürke","1","2XL",4
15288,"Pulóver","szürke/narancs","1","2XL",4
15288,"Pulóver","szürke/rózsaszín","1","2XL",5
15303,"Ingmellény","piros","1","2XL",8
15473,"Pulóver","barna","1","2XL",2
15473,"Pulóver","bordó","1","2XL",8
15473,"Pulóver","v.szürke","1","2XL",2
15473,"Pulóver","s.kék (antracit)","1","2XL",2
15473,"Pulóver","s.szürke","1","2XL",1
15474,"Pulóver","ecrü","1","2XL",7
15474,"Pulóver","s.szürke","1","2XL",1
15550,"Pulóver","szürke/kék","1","2XL",1
15550,"F.Pulóver","kék","1","2XL",18
15550,"F.Pulóver","kék","1","2XL",8
15551,"Pulóver","szürke/kék","1","2XL",1
15551,"F.Pulóver","kék","1","2XL",14
15551,"F.Pulóver","kék","1","2XL",20
15563,"Pulóver","k.kék","1","2XL",1
15563,"Pulóver","s.barna","1","2XL",1
15563,"N.Pulóver","bordó","1","2XL",6
15563,"N.Pulóver","zöld","1","2XL",5
15563,"N.Pulóver","v.barna","1","2XL",5
15563,"N.Pulóver","narancs","1","2XL",4
15563,"N.Pulóver","v.szürke","1","2XL",8
15563,"N.Pulóver","s.kék","1","2XL",8
15563,"N.Pulóver","v.kék","1","2XL",8
15563,"N.Pulóver","k.kék","1","2XL",5
15564,"Pulóver","s.kék","1","2XL",4
15564,"Pulóver","v.szürke","1","2XL",3
15566,"Pulóver","szürke","1","2XL",2
15568,"Garbó","v.kék (farmer)","1","2XL",4
15568,"Garbó","k.kék (antra)","1","2XL",5
15568,"Garbó","fekete","1","2XL",10
15568,"Garbó","s.kék","1","2XL",5
15568,"Garbó","s.szürke","1","2XL",6
15569,"Garbó","piros","1","2XL",1
15569,"Garbó","sárga","1","2XL",6
15569,"Garbó","piros","1","2XL",4
15569,"Garbó","k.kék","1","2XL",5
15569,"Garbó","s.kék","1","2XL",2
15569,"Garbó","fekete","1","2XL",1
15569,"Garbó","f.kék","1","2XL",4
15569,"Garbó","narancs","1","2XL",1
15569,"Garbó","s.lila","1","2XL",1
15569,"Garbó","sárga","1","2XL",1
15596,"Mellény","barna","1","2XL",1
15596,"Mellény","szürke","1","2XL",10
15596,"Mellény","fekete","1","2XL",24
15596,"Mellény","f.kék","1","2XL",1
15596,"Mellény","s.kék","1","2XL",9
15596,"Mellény","s.kék","1","2XL",18
15596,"Mellény","barna","1","2XL",6
15596,"Mellény","v.kék","1","2XL",3
15596,"Mellény","bordó","1","2XL",19
15596,"Mellény","k.kék","1","2XL",11
15597,"Pulóver","s.kék","1","2XL",21
15597,"Pulóver","szürke","1","2XL",19
15599,"Pulóver","s.kék","1","2XL",27
15633,"Ruha","szürke/piros","1","2XL",2
15633,"Ruha","szürke/bordó","1","2XL",7
15633,"Ruha","szürke/bordó","1","2XL",12
15633,"Ruha","kék/piros","1","2XL",4
15634,"Tunika","sárga","1","2XL",1
15634,"Tunika","piros","1","2XL",1
15634,"Tunika","k.kék","1","2XL",10
15634,"Tunika","s.kék (f)","1","2XL",4
15634,"Tunika","fekete","1","2XL",3
15639,"Ruha","narancs","1","2XL",4
15644,"Szoknya","s.szürke/v.szürke","1","2XL",4
15644,"Szoknya","barna/narancs","1","2XL",4
15655,"F.Pulóver","v.kék","1","2XL",20
15655,"F.Pulóver","szürke","1","2XL",1
15655,"F.Pulóver","barna","1","2XL",12
15655,"F.Pulóver","k.kék","1","2XL",13
15655,"F.Pulóver","k.kék","1","2XL",1
15657,"Póló","s.kék","1","2XL",11
15657,"Póló","szürke","1","2XL",2
15657,"Póló","fehér","1","2XL",8
15657,"Póló","narancs","1","2XL",1
15657,"Póló","fehér","1","2XL",1
15657,"Póló","szürke csíkos","1","2XL",3
15657,"Póló","zöld","1","2XL",1
15657,"Póló","kék","1","2XL",1
15657,"Póló","piros","1","2XL",1
15657,"Póló","zöld/szürke","1","2XL",6
15672,"F.Pulóver","v.kék","1","2XL",12
15672,"F.Pulóver","s.kék","1","2XL",19
15672,"F.Pulóver","piros","1","2XL",7
15672,"F.Pulóver","f.kék","1","2XL",9
15672,"F.Pulóver","s.barna","1","2XL",10
15672,"F.Pulóver","v.barna","1","2XL",17
15673,"F.Pulóver","v.kék","1","2XL",2
15673,"F.Pulóver","sárga","1","2XL",2
15673,"F.Pulóver","v.barna","1","2XL",3
15673,"F.Pulóver","kék","1","2XL",9
15673,"F.Pulóver","s.barna","1","2XL",10
15673,"F.Pulóver","sárga","1","2XL",7
15675,"N.Póló","zöld","1","2XL",6
15675,"N.Póló","mustár","1","2XL",5
15675,"N.Póló","lazac","1","2XL",5
15675,"Top","rózsa","1","2XL",6
15675,"Top","sárga","1","2XL",2
15675,"N.Póló","sárga","1","2XL",1
15678,"Top","s.barna csíkos","1","2XL",2
15678,"Top","v.barna síkos","1","2XL",2
15680,"Pulóver SF","v.kék","1","2XL",2
15680,"Pulóver SF","s.szürke","1","2XL",2
15680,"Pulóver SF","s.kék (antra)","1","2XL",16
15680,"F.Pulóver","s.kék","1","2XL",6
15680,"F.Pulóver","szürke","1","2XL",3
15681,"Pulóver SF","s.kék","1","2XL",2
15681,"F.Pulóver","v.kék","1","2XL",1
15681,"F.Pulóver","szürke","1","2XL",2
15681,"F.Pulóver","s.kék","1","2XL",1
15681,"F.Pulóver","kék","1","2XL",3
15681,"F.Pulóver","szürke","1","2XL",5
15683,"Ruha","szürke/kék","1","2XL",2
15683,"Ruha","barna/narancs","1","2XL",2
15683,"Ruha","kék/bordó","1","2XL",10
15683,"Ruha","szürke/kék","1","2XL",5
15683,"Ruha","barna/narancs","1","2XL",6
15685,"N.Pulóver","bordó","1","2XL",9
15685,"N.Pulóver","zöld","1","2XL",5
15685,"N.Pulóver","s.kék","1","2XL",10
15685,"N.Pulóver","fehér","1","2XL",7
15685,"N.Pulóver","szürke","1","2XL",4
15693,"N.Pulóver","s.kék","1","2XL",9
15693,"N.Pulóver","kék","1","2XL",6
15693,"N.Pulóver","piros","1","2XL",1
15694,"N.Pulóver","ecrü","1","2XL",1
15694,"N.Pulóver","barna","1","2XL",5
15694,"N.Pulóver","szürke","1","2XL",10
15694,"N.Pulóver","fehér","1","2XL",8
15694,"N.Pulóver","s.kék","1","2XL",4
15695,"N.Pulóver","zöld","1","2XL",5
15695,"N.Pulóver","bordó","1","2XL",10
15695,"N.Pulóver","piros","1","2XL",5
15695,"N.Pulóver","fehér/szürke/fekete/lila","1","2XL",1
15695,"N.Pulóver","s.kék","1","2XL",4
15695,"N.Pulóver","fehér","1","2XL",9
15695,"N.Pulóver","szürke","1","2XL",5
15696,"F.Pulóver","s.barna/narancs","1","2XL",2
15696,"F.Pulóver","s.barna/narancs","1","2XL",2
15696,"F.Pulóver","v.kék/s.szürke","1","2XL",4
15696,"F.Pulóver","v.kék/türkiz","1","2XL",4
15697,"Pulóver","barna/narancs","1","2XL",1
15697,"F.Pulóver","kék/szürke","1","2XL",9
15697,"F.Pulóver","barna/narancs","1","2XL",3
15697,"F.Pulóver","kék","1","2XL",5
15718,"F.Pulóver","v.kék","1","2XL",5
15720,"Szoknya T.D.","barna","1","2XL",3
15720,"Szoknya T.D.","kék","1","2XL",3
15721,"Garbó T.D.","s.barna/v.barna","1","2XL",3
15721,"Garbó T.D.","s.kék/v.szürke","1","2XL",1
15721,"Garbó T.D.","s.kék/v.szürke","1","2XL",1
15723,"Ruha T.D.","k.kék","1","2XL",3
15723,"Ruha T.D.","barna","1","2XL",3
15763,"F.Pulóver","v.kék","1","2XL",12
15764,"F.Pulóver","kék/piros","1","2XL",2
15797,"F.Pulóver","barna/bordó","1","2XL",25
15797,"F.Pulóver","barna/bordó","1","2XL",15
15103,"Ruha","ecrü","1","3XL",7
15172,"Mellény","fekete","1","3XL",2
15184,"Pulóver","v.kék/fehér/k.kék","1","3XL",3
15207,"Kardigán","barna","1","3XL",2
15237,"Pulóver","ecrü","1","3XL",2
15237,"Pulóver","s.kék","1","3XL",27
15237,"Pulóver","barna","1","3XL",8
15237,"Pulóver","antracit","1","3XL",16
15238,"Pulóver","beige","1","3XL",5
15238,"Pulóver","s.kék","1","3XL",31
15239,"Pulóver","s.kék","1","3XL",32
15239,"Pulóver","fekete","1","3XL",1
15243,"Pulóver","piros","1","3XL",10
15243,"Pulóver","s.kék","1","3XL",11
15244,"Pulóver","piros","1","3XL",11
15244,"Pulóver","k.kék","1","3XL",6
15244,"Pulóver","s.kék","1","3XL",4
15245,"Pulóver","piros","1","3XL",11
15245,"Pulóver","k.kék","1","3XL",12
15245,"Pulóver","s.kék","1","3XL",11
15287,"Pulóver","v.szürke","1","3XL",2
15303,"Ingmellény","piros","1","3XL",5
15303,"Ingmellény","s.kék","1","3XL",5
15473,"Pulóver","barna","1","3XL",2
15473,"Pulóver","bordó","1","3XL",9
15473,"Pulóver","ecrü","1","3XL",5
15473,"Pulóver","k.szürke","1","3XL",2
15473,"Pulóver","v.szürke","1","3XL",3
15473,"Pulóver","s.kék (antracit)","1","3XL",2
15473,"Pulóver","s.szürke","1","3XL",2
15474,"Pulóver","s.szürke","1","3XL",3
15474,"Pulóver","fekete","1","3XL",1
15550,"Pulóver","szürke/kék","1","3XL",1
15550,"Pulóver","barna/zöld","1","3XL",1
15550,"F.Pulóver","kék","1","3XL",28
15550,"F.Pulóver","kék","1","3XL",8
15551,"Pulóver","szürke/kék","1","3XL",1
15551,"Pulóver","barna/zöld","1","3XL",1
15551,"Pulóver","barna/narancs","1","3XL",1
15551,"F.Pulóver","kék","1","3XL",13
15563,"Pulóver","k.kék","1","3XL",1
15563,"Pulóver","s.barna","1","3XL",1
15563,"Pulóver","bordó","1","3XL",4
15563,"Pulóver","antracit","1","3XL",7
15563,"N.Pulóver","s.kék","1","3XL",1
15563,"N.Pulóver","bordó","1","3XL",8
15563,"N.Pulóver","zöld","1","3XL",6
15563,"N.Pulóver","v.barna","1","3XL",8
15563,"N.Pulóver","narancs","1","3XL",4
15563,"N.Pulóver","v.szürke","1","3XL",7
15563,"N.Pulóver","s.kék","1","3XL",9
15563,"N.Pulóver","v.kék","1","3XL",9
15563,"N.Pulóver","k.kék","1","3XL",10
15564,"Pulóver","s.kék","1","3XL",4
15564,"Pulóver","v.szürke","1","3XL",3
15566,"Pulóver","szürke","1","3XL",3
15568,"Garbó","v.kék (farmer)","1","3XL",7
15568,"Garbó","k.kék (antra)","1","3XL",6
15568,"Garbó","fekete","1","3XL",15
15568,"Garbó","s.kék","1","3XL",12
15568,"Garbó","zöld","1","3XL",2
15568,"Garbó","barna","1","3XL",7
15568,"Garbó","s.szürke","1","3XL",3
15569,"Garbó","v.kék","1","3XL",1
15569,"Garbó","sárga","1","3XL",4
15569,"Garbó","piros","1","3XL",4
15569,"Garbó","k.kék","1","3XL",5
15569,"Garbó","s.kék","1","3XL",2
15569,"Garbó","fekete","1","3XL",4
15569,"Garbó","f.kék","1","3XL",4
15569,"Garbó","v.lila","1","3XL",1
15596,"Mellény","fekete","1","3XL",5
15596,"Mellény","s.kék","1","3XL",1
15596,"Mellény","barna","1","3XL",5
15596,"Mellény","s.kék","1","3XL",11
15596,"Mellény","barna","1","3XL",9
15596,"Mellény","bordó","1","3XL",19
15596,"Mellény","k.kék","1","3XL",16
15597,"Pulóver","s.kék","1","3XL",4
15597,"Pulóver","szürke","1","3XL",4
15634,"Tunika","sárga","1","3XL",1
15634,"Tunika","piros","1","3XL",1
15634,"Tunika","k.kék","1","3XL",10
15634,"Tunika","s.kék (f)","1","3XL",3
15634,"Tunika","fekete","1","3XL",3
15634,"Tunika","f.kék","1","3XL",7
15638,"Szoknya","fekete/piros","1","3XL",4
15639,"Ruha","narancs","1","3XL",2
15655,"F.Pulóver","v.kék","1","3XL",10
15655,"F.Pulóver","zöld","1","3XL",1
15655,"F.Pulóver","k.kék","1","3XL",7
15655,"F.Pulóver","s.barna","1","3XL",5
15657,"Póló","s.kék","1","3XL",14
15657,"Póló","beige","1","3XL",2
15657,"Póló","zöld","1","3XL",1
15657,"Póló","k.kék","1","3XL",2
15672,"F.Pulóver","v.kék","1","3XL",6
15672,"F.Pulóver","piros","1","3XL",7
15672,"F.Pulóver","f.kék","1","3XL",9
15672,"F.Pulóver","s.barna","1","3XL",12
15672,"F.Pulóver","v.barna","1","3XL",13
15672,"F.Pulóver","narancs","1","3XL",10
15673,"F.Pulóver","s.kék","1","3XL",20
15673,"F.Pulóver","v.kék","1","3XL",9
15673,"F.Pulóver","sárga","1","3XL",4
15673,"F.Pulóver","v.barna","1","3XL",5
15673,"F.Pulóver","s.barna","1","3XL",4
15673,"F.Pulóver","kék","1","3XL",10
15673,"F.Pulóver","s.barna","1","3XL",4
15673,"F.Pulóver","sárga","1","3XL",5
15675,"Top","rózsa","1","3XL",6
15675,"Top","sárga","1","3XL",3
15675,"Póló","rózsa","1","3XL",3
15675,"Póló","zöld","1","3XL",7
15675,"Póló","sárga","1","3XL",4
15680,"Pulóver SF","s.szürke","1","3XL",3
15680,"Pulóver SF","s.kék (antra)","1","3XL",17
15680,"F.Pulóver","s.kék","1","3XL",5
15681,"Pulóver SF","s.kék","1","3XL",2
15681,"F.Pulóver","v.kék","1","3XL",1
15681,"F.Pulóver","szürke","1","3XL",2
15681,"F.Pulóver","s.kék","1","3XL",20
15681,"F.Pulóver","kék","1","3XL",1
15681,"F.Pulóver","szürke","1","3XL",6
15693,"N.Pulóver","s.kék","1","3XL",3
15694,"N.Pulóver","s.kék","1","3XL",5
15695,"N.Pulóver","piros","1","3XL",5
15695,"N.Pulóver","s.kék","1","3XL",5
15695,"N.Pulóver","fehér","1","3XL",9
15696,"F.Pulóver","s.barna/narancs","1","3XL",4
15696,"F.Pulóver","v.kék/s.szürke","1","3XL",4
15696,"F.Pulóver","v.kék/türkiz","1","3XL",4
15697,"Pulóver","barna/narancs","1","3XL",1
15697,"F.Pulóver","kék/szürke","1","3XL",8
15697,"F.Pulóver","barna/narancs","1","3XL",3
15697,"F.Pulóver","v.kék/szürke","1","3XL",5
15718,"F.Pulóver","v.kék","1","3XL",5
15764,"F.Pulóver","kék/piros","1","3XL",4
15797,"F.Pulóver","barna/bordó","1","3XL",21
15797,"F.Pulóver","barna/bordó","1","3XL",19
15797,"F.Pulóver","szürke-fehér","1","3XL",10
74248,"Pulóver","fehér","1","3XL",1
15657,"Póló","s.kék","1","4XL",1
15657,"Póló","beige","1","4XL",2
15657,"Póló","kék/piros-fehér-szürke","1","4XL",5
15160,"Pulóver - PICK","v.szürke","1","5XL",1
15657,"Póló","s.kék","1","5XL",2
15657,"Póló","beige","1","5XL",2
15657,"Póló","kék/szürke-piros-fehér","1","5XL",3
15174,"PICK sál - kicsi"," ","1","egy méret",14
15375,"Nyakkendő","sárga","1","egy méret",1
15375,"Nyakkendő","nemzeti","1","egy méret",7
15375,"Nyakkendő","sárga/piros","1","egy méret",19
15375,"Nyakkendő","zöld/piros","1","egy méret",9
15375,"Nyakkendő","piros/türkiz","1","egy méret",5
15393,"Nyakkendő","zöld","1","egy méret",15
15393,"Nyakkendő","piros","1","egy méret",69
15398,"Nyakkendő Sz.E.","fekete/fehér","1","egy méret",20
15398,"Nyakkendő","fekete/sárga","1","egy méret",1
15413,"Sál Sz.E.","fekete/fehér","1","egy méret",1
15414,"Sál Sz.E.","fekete/fehér","1","egy méret",42
15415,"Sál Sz.E.","fekete","1","egy méret",31
15565,"Sál","s.barna","1","egy méret",12
15565,"Sál","piros","1","egy méret",19
15565,"Sál","k.kék","1","egy méret",10
15565,"Sál","antracit","1","egy méret",21
15565,"Sál","mogyoró","1","egy méret",3
15565,"Sál","v.kék","1","egy méret",8
15565,"Sál","s.kék","1","egy méret",9
15565,"Sál","antra","1","egy méret",7
15565,"Sál","piros","1","egy méret",7
15565,"Sál","s.barna","1","egy méret",5
15565,"Sál","k.kék","1","egy méret",10
15580,"Sál","PICK","1","egy méret",20
47018,"Sapka","sárga","1","egy méret",1
47028,"N.Blúz","piros/kék","1","egy méret",1
47030,"zsebkendő tartó","v.kék","1","egy méret",1
47038,"Top+szoknya","bordó,sárga,kék","1","egy méret",11
47039,"Partedli","s.kék","1","egy méret",340
47059,"Szoknya","bordó,fekete,kék","1","egy méret",5
11025,"Gy.Póló","csíkos","1","5",3
11025,"Gy.Póló","csíkos","1","6",5
11025,"Gy.Póló","csíkos","1","8",8
15598,"Gy.pulóver","s.kék","1","8",17
15598,"Gy.pulóver","s.kék","1","12",28
15598,"Gy.pulóver","s.kék","1","14",19
15598,"Gy.pulóver","s.kék","1","16",37
47000,"Gyerek","vegyes","1","egy méret",34
47012,"Gy.Top","bordó","1","egy méret",1
47012,"Gy.Top","fehér","1","egy méret",1
47029,"Lányka szoknya","piros","1","egy méret",1
15173,"Pulóver","s.kék",2,"XS",4
15485,"Top","fehér",2,"XS",1
15503,"Pulóver","fehér",2,"XS",1
15508,"Szoknya","fehér",2,"XS",1
15636,"Szoknya","s.kék (f)",2,"XS",1
11030,"Póló","csíkos","2","S",1
11039,"Póló","csíkos","2","S",2
15101,"Pulóver","fehér","2","S",3
15103,"Ruha","fehér","2","S",1
15160,"Pulóver","s.kék","2","S",5
15172,"Mellény","s.kék","2","S",5
15173,"Pulóver","fekete","2","S",1
15232,"Top","sárga","2","S",1
15237,"Pulóver","piros","2","S",1
15238,"Pulóver","s.kék","2","S",4
15239,"Pulóver","s.kék","2","S",3
15241,"Ruha","piros","2","S",1
15277,"Póló","pink","2","S",1
15284,"Pulóver","barna","2","S",1
15284,"Pulóver","v.kék","2","S",7
15285,"Top","kék csíkos","2","S",1
15287,"Pulóver","v.szürke","2","S",1
15288,"Pulóver","szürke/rózsa","2","S",1
15291,"Ruha","zöld","2","S",1
15292,"Kardigán","kék","2","S",1
15304,"Póló","sárga","2","S",1
15305,"Kardigán","lila","2","S",1
15327,"Ruha","fehér","2","S",2
15473,"Pulóver","bordó","2","S",1
15482,"Ruha","rózsa/lazac","2","S",1
15487,"Ruha","fehér/türkiz","2","S",1
15506,"Ruha","fehér","2","S",1
15507,"Top","sárga","2","S",1
15554,"Pulóver","bordó","2","S",1
15563,"Pulóver","s.barna","2","S",1
15569,"Garbó","piros","2","S",1
15597,"Pulóver","s.kék","2","S",1
15633,"Ruha","barna/sárga","2","S",1
15636,"Szoknya","zöld","2","S",1
15636,"Szoknya","barna","2","S",1
15636,"Szoknya","szürke","2","S",1
15638,"Szoknya","k.kék/fekete","2","S",1
15680,"Pulóver","s.kék","2","S",1
74712,"Kardigán Z.K.","fehér","2","S",1
11039,"Póló","s.kék","2","M",1
11039,"Póló","fehér","2","M",4
11060,"Póló","szürke","2","M",2
11060,"Póló","csíkos","2","M",1
14860,"Pulóver","beige","2","M",1
15067,"Tunika","szürke","2","M",1
15101,"Pulóver","fehér","2","M",2
15103,"Ruha","fehér","2","M",1
15160,"Pulóver","s.kék","2","M",5
15172,"Mellény","s.kék","2","M",2
15173,"Pulóver","fekete","2","M",1
15234,"Tunika","lazac","2","M",1
15237,"Pulóver","piros","2","M",2
15237,"Pulóver","fekete","2","M",8
15238,"Pulóver","s.kék","2","M",1
15243,"Pulóver","piros","2","M",8
15245,"Pulóver","s.kék","2","M",4
15245,"Pulóver","k.kék","2","M",1
15245,"Pulóver","s.kék","2","M",11
15246,"Mellény","piros","2","M",2
15248,"Ruha","s.kék","2","M",4
15275,"Ruha","pink","2","M",1
15279,"Kardigán","beige","2","M",2
15282,"Kardigán","barna","2","M",5
15282,"Kardigán","türkiz","2","M",1
15284,"Pulóver","v.kék","2","M",5
15288,"Pulóver","szürke/narancs","2","M",1
15291,"Ruha","zöld","2","M",1
15347,"Pelerin","kék/fekete","2","M",1
15387,"Garbó","s.kék","2","M",2
15474,"Pulóver","piros","2","M",3
15486,"Kardign","fehér/türkiz","2","M",1
15503,"Pulóver","fehér","2","M",2
15506,"Ruha","sárga","2","M",1
15506,"Ruha","fehér","2","M",1
15507,"Top","fehér","2","M",1
15563,"Pulóver","mogyoró","2","M",1
15568,"Garbó","fekete","2","M",1
15634,"Tunika","s.kék","2","M",1
15636,"Szoknya","sárga","2","M",1
15655,"Pulóver","f.kék","2","M",1
15685,"Pulóver","ecrü","2","M",1
73305,"Ruha Z.K.","kék","2","M",1
11021,"Póló","csíkos","2","L",1
11039,"Póló","fehér","2","L",1
15048,"Pulóver","fekete","2","L",1
15101,"Pulóver","fehér","2","L",1
15173,"Pulóver","fekete","2","L",1
15237,"Pulóver","piros","2","L",2
15237,"Pulóver","fekete","2","L",5
15238,"Pulóver","s.kék","2","L",1
15239,"Pulóver","s.kék","2","L",3
15275,"Ruha","pink","2","L",2
15278,"Póló","szürke","2","L",1
15279,"Kardigán","beige","2","L",2
15284,"Pulóver","v.kék","2","L",3
15285,"Top","kék csíkos","2","L",1
15292,"Kabátka","sárga","2","L",2
15294,"Szoknya","fehér/kék","2","L",1
15327,"Ruha","fehér","2","L",1
15344,"Ruha","fekete","2","L",1
15387,"Garbó","s.kék","2","L",1
15474,"Pulóver","piros","2","L",8
15506,"Ruha","fehér","2","L",1
15569,"Garbó","piros","2","L",1
15597,"Pulóver","s.kék","2","L",1
15599,"Pulóver","s.kék","2","L",3
15633,"Ruha","kék/piros","2","L",1
15633,"Ruha","szürke/bordó","2","L",1
15634,"Tunika","f.kék","2","L",1
15636,"Szoknya","fekete","2","L",1
15655,"Pulóver","narancs","2","L",1
15655,"Pulóver","barna","2","L",1
15657,"Póló","szürke/zöld","2","L",1
74860,"Pulóver Z.K.","fehér/kék","2","L",1
11039,"Póló","fehér","2","XL",3
11039,"Póló","csíkos","2","XL",1
11060,"Póló","szürke","2","XL",2
15067,"Tunika","szürke","2","XL",1
15100,"Kardigán","fehér","2","XL",1
15103,"Ruha","fehér","2","XL",2
15103,"Ruha","s.kék","2","XL",1
15160,"Pulóver","fekete","2","XL",1
15163,"Pulóver","fekete","2","XL",1
15173,"Pulóver","fekete","2","XL",3
15173,"Pulóver","s.kék","2","XL",1
15220,"Kardigán","szürke","2","XL",1
15234,"Tunika","fehér","2","XL",2
15234,"Tunika","lazac","2","XL",2
15237,"Pulóver","szürke","2","XL",2
15237,"Pulóver","piros","2","XL",3
15237,"Pulóver","ecrü","2","XL",3
15237,"Pulóver","ecrü","2","XL",2
15238,"Pulóver","s.kék","2","XL",1
15239,"Pulóver","s.kék","2","XL",1
15244,"Pulóver","k.kék","2","XL",1
15244,"Pulóver","piros","2","XL",2
15246,"Mellény","s.barna","2","XL",1
15279,"Kardigán","beige","2","XL",1
15282,"Kardigán","barna","2","XL",2
15284,"Pulóver","lazac","2","XL",1
15284,"Pulóver","v.kék","2","XL",5
15287,"Pulóver","v.szürke","2","XL",1
15312,"Pulóver","fekete/fehér","2","XL",1
15373,"Pulóver","csíkos","2","XL",1
15387,"Garbó","s.kék","2","XL",1
15506,"Ruha","fehér","2","XL",1
15569,"Garbó","k.kék","2","XL",1
15599,"Pulóver","s.kék","2","XL",5
15633,"Ruha","kék/piros","2","XL",1
15639,"Ruha","bordó","2","XL",1
15657,"Póló","s.kék","2","XL",2
15683,"Ruha","szürke/kék","2","XL",1
73312,"Kabátka Z.K.","szürke","2","XL",1
11021,"Póló","csíkos","2","2XL",1
15103,"Ruha","fehér","2","2XL",1
15173,"Pulóver","fekete","2","2XL",1
15237,"Pulóver","szürke","2","2XL",2
15237,"Pulóver","piros","2","2XL",1
15237,"Pulóver","ecrü","2","2XL",4
15243,"Pulóver","piros","2","2XL",1
15244,"Pulóver","k.kék","2","2XL",1
15244,"Pulóver","s.kék","2","2XL",1
15374,"Pulóver","s.kék","2","2XL",1
15387,"Garbó","s.kék","2","2XL",2
15569,"Garbó","s.kék","2","2XL",1
15657,"Póló","s.kék","2","2XL",2
15685,"Pulóver","ecrü","2","2XL",1
15685,"Pulóver","bordó","2","2XL",1
15103,"Ruha","fehér","2","3XL",1
15237,"Pulóver","ecrü","2","3XL",4
15243,"Pulóver","piros","2","3XL",1
15244,"Pulóver","k.kék","2","3XL",1
15244,"Pulóver","piros","2","3XL",2
15569,"Garbó","s.kék","2","3XL",1
15393,"Nyakkendő","piros","2","egy méret",1
15102,"Gy.Kardigán","fehér",2,"4",1
15110,"Gy.pulóver","fehér",2,"4",3
19005,"Gy.kardigán","szürke",2,"4",1
15102,"Gy.Kardigán","fehér",2,"6",2
19005,"Gy.kardigán","szürke",2,"6",2
19005,"Gy.kardigán","szürke",2,"8",2
19005,"Gy.kardigán","szürke",2,"10",2
15598,"Gy.pulóver","s.kék",2,"14",1
15598,"Gy.pulóver","s.kék",2,"16",1
14840,"Gy.sál","fehér",2,"egy méret",1
